Station,Latitude,Longitude,geometry
54863099999,36٫7666666,121٫1666666,POINT (121.1666666 36.7666666)
54909099999,35٫0833333,115٫5166666,POINT (115.5166666 35.0833333)
54916099999,35٫5666666,116٫85,POINT (116.85 35.5666666)
54929099999,35٫25,117٫95,POINT (117.95 35.25)
54945099999,35٫4333333,119٫5333333,POINT (119.5333333 35.4333333)
55228099999,32٫5,80٫0833333,POINT (80.0833333 32.5)
55279099999,31٫3666666,90٫0166666,POINT (90.0166666 31.3666666)
55299099999,31٫4833333,92٫0666666,POINT (92.0666666 31.4833333)
55472099999,30٫95,88٫6333333,POINT (88.6333333 30.95)
55578099999,29٫25,88٫8833333,POINT (88.8833333 29.25)
55591099999,29٫6666667,91٫1333333,POINT (91.1333333 29.6666667)
55664099999,28٫6333333,87٫0833333,POINT (87.0833333 28.6333333)
55696099999,28٫4166666,92٫4666666,POINT (92.4666666 28.4166666)
55773099999,27٫7333333,89٫0833333,POINT (89.0833333 27.7333333)
56004099999,34٫2166666,92٫4333333,POINT (92.4333333 34.2166666)
56018099999,32٫9,95٫3,POINT (95.3 32.9)
56021099999,34٫1333333,95٫7833333,POINT (95.7833333 34.1333333)
56029099999,33٫0166666,96٫95,POINT (96.95 33.0166666)
56033099999,34٫9166666,98٫2166666,POINT (98.2166666 34.9166666)
56046099999,33٫75,99٫65,POINT (99.65 33.75)
56065099999,34٫7333333,101٫6,POINT (101.6 34.7333333)
56079099999,33٫5833333,102٫9666666,POINT (102.9666666 33.5833333)
56080099999,35,102٫9,POINT (102.9 35)
56096099999,33٫4,104٫9166666,POINT (104.9166666 33.4)
56106099999,31٫8833333,93٫7833333,POINT (93.7833333 31.8833333)
56116099999,31٫4166666,95٫6,POINT (95.6 31.4166666)
56137099999,31٫15,97٫1666666,POINT (97.1666666 31.15)
56144099999,31٫7333333,98٫5666666,POINT (98.5666666 31.7333333)
56146099999,31٫6166666,100,POINT (100 31.6166666)
56152099999,32٫2833333,100٫3333333,POINT (100.3333333 32.2833333)
56167099999,30٫9833333,101٫1166666,POINT (101.1166666 30.9833333)
56172099999,31٫9,102٫2333333,POINT (102.2333333 31.9)
56182099999,32٫6666666,103٫6,POINT (103.6 32.6666666)
56196099999,31٫45,104٫7333333,POINT (104.7333333 31.45)
56247099999,30,99٫1,POINT (99.1 30)
56257099999,30,100٫2666666,POINT (100.2666666 30)
56287099999,29٫9833333,103,POINT (103 29.9833333)
56294099999,30٫578528,103٫947086,POINT (103.947086 30.578528)
56312099999,29٫5666666,94٫4666666,POINT (94.4666666 29.5666666)
56357099999,29٫05,100٫3,POINT (100.3 29.05)
56374099999,30٫05,101٫9666666,POINT (101.9666666 30.05)
56385099999,29٫5166666,103٫3333333,POINT (103.3333333 29.5166666)
56444099999,28٫45,98٫8833333,POINT (98.8833333 28.45)
56462099999,29,101٫5,POINT (101.5 29)
56492099999,28٫8,104٫6,POINT (104.6 28.8)
56571099999,27٫9,102٫2666666,POINT (102.2666666 27.9)
56586099999,27٫3333333,103٫75,POINT (103.75 27.3333333)
56651099999,26٫8333333,100٫2166667,POINT (100.2166667 26.8333333)
56671099999,26٫65,102٫25,POINT (102.25 26.65)
56684099999,26٫4,103٫25,POINT (103.25 26.4)
56691099999,26٫8666666,104٫2833333,POINT (104.2833333 26.8666666)
56739099999,24٫9833333,98٫5,POINT (98.5 24.9833333)
56748099999,25٫1166666,99٫1833333,POINT (99.1833333 25.1166666)
56751099999,25٫7,100٫1833333,POINT (100.1833333 25.7)
56763099999,25٫7333333,101٫8666666,POINT (101.8666666 25.7333333)
56768099999,25٫0166666,101٫5166666,POINT (101.5166666 25.0166666)
56778099999,24٫992364,102٫743536,POINT (102.743536 24.992364)
56786099999,25٫5833333,103٫8333333,POINT (103.8333333 25.5833333)
56838099999,24,97٫85,POINT (97.85 24)
56886099999,24٫5333333,103٫7666666,POINT (103.7666666 24.5333333)
56946099999,23٫55,99٫4,POINT (99.4 23.55)
56951099999,23٫95,100٫2166666,POINT (100.2166666 23.95)
56954099999,22٫5666666,99٫9333333,POINT (99.9333333 22.5666666)
56959099999,22,100٫7833333,POINT (100.7833333 22)
56964099999,22٫7666666,100٫9833333,POINT (100.9833333 22.7666666)
56966099999,23٫6,101٫9833333,POINT (101.9833333 23.6)
56969099999,21٫5,101٫5833333,POINT (101.5833333 21.5)
56977099999,22٫6166666,101٫8166666,POINT (101.8166666 22.6166666)
56985099999,23٫45,103٫3333333,POINT (103.3333333 23.45)
57036099999,34٫447119,108٫751592,POINT (108.751592 34.447119)
57046099999,34٫4833333,110٫0833333,POINT (110.0833333 34.4833333)
57067099999,34٫0833333,111٫0666666,POINT (111.0666666 34.0833333)
57071099999,34٫8166666,112٫4333333,POINT (112.4333333 34.8166666)
57083099999,34٫519672,113٫840889,POINT (113.840889 34.519672)
57127099999,33٫0666666,107٫0333333,POINT (107.0333333 33.0666666)
57178099999,33٫1,112٫4833333,POINT (112.4833333 33.1)
57193099999,33٫7833333,114٫5166666,POINT (114.5166666 33.7833333)
57237099999,32٫0666666,108٫0333333,POINT (108.0333333 32.0666666)
57245099999,32٫7166666,109٫0333333,POINT (109.0333333 32.7166666)
57259099999,32٫0333333,110٫7666666,POINT (110.7666666 32.0333333)
57265099999,32٫4333333,111٫7333333,POINT (111.7333333 32.4333333)
57279099999,32٫15,112٫6666666,POINT (112.6666666 32.15)
57290099999,32٫9333333,113٫9166666,POINT (113.9166666 32.9333333)
57297099999,32٫1333333,114٫05,POINT (114.05 32.1333333)
57306099999,31٫5833333,105٫9666666,POINT (105.9666666 31.5833333)
57328099999,31٫2,107٫5,POINT (107.5 31.2)
57348099999,31٫0166666,109٫5333333,POINT (109.5333333 31.0166666)
57378099999,31٫1666666,112٫6333333,POINT (112.6333333 31.1666666)
57399099999,31٫1333333,114٫95,POINT (114.95 31.1333333)
57411099999,30٫75,106٫1333333,POINT (106.1333333 30.75)
57426099999,30٫6833333,107٫8,POINT (107.8 30.6833333)
57447099999,30٫2833333,109٫4666666,POINT (109.4666666 30.2833333)
57461099999,30٫7333333,111٫3666666,POINT (111.3666666 30.7333333)
57476099999,30٫3333333,112٫1833333,POINT (112.1833333 30.3333333)
57494099999,30٫783758,114٫2081,POINT (114.2081 30.783758)
57516099999,29٫719217,106٫641678,POINT (106.641678 29.719217)
57554099999,29٫4,110٫1666666,POINT (110.1666666 29.4)
57584099999,29٫3833333,113٫0833333,POINT (113.0833333 29.3833333)
57598099999,29٫0333333,114٫5833333,POINT (114.5833333 29.0333333)
57633099999,28٫8333333,108٫7666666,POINT (108.7666666 28.8333333)
57655099999,28٫4666666,110٫4,POINT (110.4 28.4666666)
57662099999,29٫05,111٫6833333,POINT (111.6833333 29.05)
57687099999,28٫1166666,112٫7833333,POINT (112.7833333 28.1166666)
57707099999,27٫3,105٫2333333,POINT (105.2333333 27.3)
57731099999,27٫95,108٫25,POINT (108.25 27.95)
57745099999,27٫45,109٫6833333,POINT (109.6833333 27.45)
57766099999,27٫1833333,111٫45,POINT (111.45 27.1833333)
57776099999,27٫3,112٫7,POINT (112.7 27.3)
57793099999,27٫8,114٫3833333,POINT (114.3833333 27.8)
57799099999,27٫1166666,114٫9666666,POINT (114.9666666 27.1166666)
57816099999,26٫538522,106٫800703,POINT (106.800703 26.538522)
57832099999,26٫9666666,108٫6666666,POINT (108.6666666 26.9666666)
57845099999,26٫1666666,109٫7833333,POINT (109.7833333 26.1666666)
57853099999,26٫7333333,110٫6333333,POINT (110.6333333 26.7333333)
57866099999,26٫2333333,111٫6166666,POINT (111.6166666 26.2333333)
57902099999,25٫4333333,105٫1833333,POINT (105.1833333 25.4333333)
57916099999,25٫4333333,106٫7666666,POINT (106.7666666 25.4333333)
57922099999,25٫8333333,107٫55,POINT (107.55 25.8333333)
57932099999,25٫9666666,108٫5333333,POINT (108.5333333 25.9666666)
57957099999,25٫218106,110٫039197,POINT (110.039197 25.218106)
57972099999,25٫7333333,112٫9666666,POINT (112.9666666 25.7333333)
57993099999,25٫85,114٫95,POINT (114.95 25.85)
58027099999,34٫2833333,117٫15,POINT (117.15 34.2833333)
58040099999,34٫85,119٫1333333,POINT (119.1333333 34.85)
58102099999,33٫7833333,115٫7333333,POINT (115.7333333 33.7833333)
58150099999,33٫75,120٫3,POINT (120.3 33.75)
58203099999,32٫8666666,115٫7333333,POINT (115.7333333 32.8666666)
58208099999,32٫1666666,115٫6166666,POINT (115.6166666 32.1666666)
58221099999,32٫85,117٫3,POINT (117.3 32.85)
58238099999,31٫742042,118٫862025,POINT (118.862025 31.742042)
58251099999,32٫85,120٫2833333,POINT (120.2833333 32.85)
58265099999,32٫0666666,121٫6,POINT (121.6 32.0666666)
58314099999,31٫4,116٫3333333,POINT (116.3333333 31.4)
58321099999,31٫780019,117٫298436,POINT (117.298436 31.780019)
58338099999,31٫15,118٫5833333,POINT (118.5833333 31.15)
58345099999,31٫4333333,119٫4833333,POINT (119.4833333 31.4333333)
58362099999,31٫4,121٫4666666,POINT (121.4666666 31.4)
58367099999,31٫197875,121٫336319,POINT (121.336319 31.197875)
58424099999,30٫6166666,116٫9666666,POINT (116.9666666 30.6166666)
58437099999,30٫1333333,118٫15,POINT (118.15 30.1333333)
58457099999,30٫228333,120٫431667,POINT (120.431667 30.228333)
58472099999,30٫7333333,122٫45,POINT (122.45 30.7333333)
58477099999,30٫0333333,122٫1166666,POINT (122.1166666 30.0333333)
58506099999,29٫5833333,115٫9833333,POINT (115.9833333 29.5833333)
58527099999,29٫3,117٫2,POINT (117.2 29.3)
58556099999,29٫6,120٫8166666,POINT (120.8166666 29.6)
58569099999,29٫2,121٫95,POINT (121.95 29.2)
58606099999,28٫865,115٫9,POINT (115.9 28.865)
58633099999,28٫9666666,118٫8666666,POINT (118.8666666 28.9666666)
58646099999,28٫45,119٫9166666,POINT (119.9166666 28.45)
58666099999,28٫45,121٫8833333,POINT (121.8833333 28.45)
58715099999,27٫5833333,116٫65,POINT (116.65 27.5833333)
58725099999,27٫3333333,117٫4666666,POINT (117.4666666 27.3333333)
58730099999,27٫7666666,118٫0333333,POINT (118.0333333 27.7666666)
58731099999,27٫9166666,118٫5333333,POINT (118.5333333 27.9166666)
58754099999,27٫3333333,120٫2,POINT (120.2 27.3333333)
58813099999,26٫85,116٫3333333,POINT (116.3333333 26.85)
58834099999,26٫6333333,118٫15,POINT (118.15 26.6333333)
58847099999,26٫0833333,119٫2833333,POINT (119.2833333 26.0833333)
58911099999,25٫85,116٫3666666,POINT (116.3666666 25.85)
58921099999,25٫9666666,117٫35,POINT (117.35 25.9666666)
58926099999,25٫3,117٫4,POINT (117.4 25.3)
58931099999,25٫7166666,118٫1,POINT (118.1 25.7166666)
58944099999,25٫5166666,119٫7833333,POINT (119.7833333 25.5166666)
58968099999,25٫0333333,121٫5166666,POINT (121.5166666 25.0333333)
58974099999,25٫6333333,122٫0666666,POINT (122.0666666 25.6333333)
59007099999,24٫0666666,105٫0666666,POINT (105.0666666 24.0666666)
59023099999,24٫7,108٫05,POINT (108.05 24.7)
59046099999,24٫35,109٫4,POINT (109.4 24.35)
59058099999,24٫2,110٫5166666,POINT (110.5166666 24.2)
59072099999,24٫8,112٫3666666,POINT (112.3666666 24.8)
59082099999,24٫6666666,113٫6,POINT (113.6 24.6666666)
59087099999,23٫8833333,113٫5166666,POINT (113.5166666 23.8833333)
59096099999,24٫3666666,114٫4833333,POINT (114.4833333 24.3666666)
59102099999,24٫95,115٫65,POINT (115.65 24.95)
59117099999,24٫2833333,116٫0666666,POINT (116.0666666 24.2833333)
59134099999,24٫544036,118٫127739,POINT (118.127739 24.544036)
59158099999,24٫15,120٫6833333,POINT (120.6833333 24.15)
59209099999,23٫3,105٫95,POINT (105.95 23.3)
59211099999,23٫9,106٫6,POINT (106.6 23.9)
59254099999,23٫4,110٫0833333,POINT (110.0833333 23.4)
59265099999,23٫4833333,111٫3,POINT (111.3 23.4833333)
59278099999,23٫05,112٫4666666,POINT (112.4666666 23.05)
59287099999,23٫392436,113٫298786,POINT (113.298786 23.392436)
59293099999,23٫8,114٫7333333,POINT (114.7333333 23.8)
59316099999,23٫4,116٫6833333,POINT (116.6833333 23.4)
59358099999,23,120٫2166666,POINT (120.2166666 23)
59417099999,22٫3666666,106٫75,POINT (106.75 22.3666666)
59431099999,22٫608267,108٫172442,POINT (108.172442 22.608267)
59456099999,22٫35,110٫9333333,POINT (110.9333333 22.35)
59493099999,22٫639258,113٫810664,POINT (113.810664 22.639258)
59501099999,22٫7833333,115٫3666666,POINT (115.3666666 22.7833333)
59559099999,22,120٫75,POINT (120.75 22)
59562099999,22٫75,121٫15,POINT (121.15 22.75)
59567099999,22٫0333333,121٫55,POINT (121.55 22.0333333)
59632099999,21٫95,108٫6166666,POINT (108.6166666 21.95)
59644099999,21٫4833333,109٫1,POINT (109.1 21.4833333)
59658099999,21٫2166667,110٫4,POINT (110.4 21.2166667)
59663099999,21٫8666666,111٫9666666,POINT (111.9666666 21.8666666)
59673099999,21٫7333333,112٫7666666,POINT (112.7666666 21.7333333)
59758099999,20,110٫25,POINT (110.25 20)
59792099999,20٫6666666,116٫7166666,POINT (116.7166666 20.6666666)
59838099999,19٫1,108٫6166666,POINT (108.6166666 19.1)
59845099999,19٫5166666,109٫5833333,POINT (109.5833333 19.5166666)
59855099999,19٫2333333,110٫4666666,POINT (110.4666666 19.2333333)
59948099999,18٫2166666,109٫5833333,POINT (109.5833333 18.2166666)
59981099999,16٫8333333,112٫3333333,POINT (112.3333333 16.8333333)
59985099999,16٫5333333,111٫6166666,POINT (111.6166666 16.5333333)
59997099999,10٫3833333,114٫3666666,POINT (114.3666666 10.3833333)
60001099999,27٫814847,-17٫887056,POINT (-17.887056 27.814847)
60005099999,28٫626478,-17٫755611,POINT (-17.755611 28.626478)
60015099999,28٫482653,-16٫341536,POINT (-16.341536 28.482653)
60020099999,28٫45,-16٫25,POINT (-16.25 28.45)
60025099999,28٫044475,-16٫572489,POINT (-16.572489 28.044475)
60030099999,27٫931886,-15٫386586,POINT (-15.386586 27.931886)
60033099999,27٫151667,-13٫219167,POINT (-13.219167 27.151667)
60035099999,28٫452717,-13٫863761,POINT (-13.863761 28.452717)
60040099999,28٫945464,-13٫605225,POINT (-13.605225 28.945464)
60060099999,29٫368983,-10٫180267,POINT (-10.180267 29.368983)
6010099999,62٫063628,-7٫277219,POINT (-7.277219 62.063628)
60101099999,35٫726917,-5٫916889,POINT (-5.916889 35.726917)
60105099999,35٫15,-6٫1,POINT (-6.1 35.15)
60106099999,35٫1666666,-5٫3,POINT (-5.3 35.1666666)
60107099999,35٫177103,-3٫839525,POINT (-3.839525 35.177103)
6011099999,62٫0166666,-6٫7666666,POINT (-6.7666666 62.0166666)
60115099999,34٫78715,-1٫923986,POINT (-1.923986 34.78715)
60127099999,34٫2166667,-4,POINT (-4 34.2166667)
60135099999,34٫051467,-6٫751519,POINT (-6.751519 34.051467)
60141099999,33٫927261,-4٫977958,POINT (-4.977958 33.927261)
60150099999,33٫879067,-5٫515125,POINT (-5.515125 33.879067)
60155099999,33٫556981,-7٫660492,POINT (-7.660492 33.556981)
60156099999,33٫367467,-7٫589967,POINT (-7.589967 33.367467)
60185099999,32٫2833333,-9٫2333333,POINT (-9.2333333 32.2833333)
60191099999,32٫3666666,-6٫4,POINT (-6.4 32.3666666)
60195099999,32٫6833333,-4٫7333333,POINT (-4.7333333 32.6833333)
60210099999,31٫9475,-4٫398333,POINT (-4.398333 31.9475)
60220099999,31٫399181,-9٫682992,POINT (-9.682992 31.399181)
60230099999,31٫606886,-8٫0363,POINT (-8.0363 31.606886)
60252099999,30٫324997,-9٫413067,POINT (-9.413067 30.324997)
60265099999,30٫939053,-6٫909431,POINT (-6.909431 30.939053)
60285099999,28٫448194,-11٫161347,POINT (-11.161347 28.448194)
6030099999,57٫092789,9٫849164,POINT (9.849164 57.092789)
60318099999,35٫594333,-5٫320019,POINT (-5.320019 35.594333)
60338099999,35٫279817,-2٫956256,POINT (-2.956256 35.279817)
60340099999,34٫9833333,-3٫0166666,POINT (-3.0166666 34.9833333)
6034099999,57٫503525,10٫229372,POINT (10.229372 57.503525)
60351099999,36٫795136,5٫873608,POINT (5.873608 36.795136)
60355099999,36٫9333333,6٫95,POINT (6.95 36.9333333)
60360099999,36٫822225,7٫809167,POINT (7.809167 36.822225)
60390099999,36٫691014,3٫215408,POINT (3.215408 36.691014)
60402099999,36٫711997,5٫069922,POINT (5.069922 36.711997)
6041099999,57٫7333333,10٫6333333,POINT (10.6333333 57.7333333)
60419099999,36٫276028,6٫620386,POINT (6.620386 36.276028)
60425099999,36٫212658,1٫331775,POINT (1.331775 36.212658)
60430099999,36٫3,2٫2333333,POINT (2.2333333 36.3)
60444099999,36٫0666666,4٫6666666,POINT (4.6666666 36.0666666)
60445099999,36٫178128,5٫324494,POINT (5.324494 36.178128)
60468099999,35٫7521056,6٫3085889,POINT (6.3085889 35.7521056)
60475099999,35٫431611,8٫120717,POINT (8.120717 35.431611)
60490099999,35٫623858,-0٫621183,POINT (-0.621183 35.623858)
60511099999,35٫341136,1٫463147,POINT (1.463147 35.341136)
60515099999,35٫3325,4٫206389,POINT (4.206389 35.3325)
60518099999,35٫3,-1٫35,POINT (-1.35 35.3)
6052099999,56٫7,8٫2166666,POINT (8.2166666 56.7)
60525099999,34٫793289,5٫738231,POINT (5.738231 34.793289)
60531099999,35٫016667,-1٫45,POINT (-1.45 35.016667)
60535099999,34٫6833333,3٫25,POINT (3.25 34.6833333)
60549099999,33٫535853,-0٫242353,POINT (-0.242353 33.535853)
60550099999,33٫7166667,1٫0833333,POINT (1.0833333 33.7166667)
60555099999,33٫067803,6٫088672,POINT (6.088672 33.067803)
60559099999,33٫511397,6٫776794,POINT (6.776794 33.511397)
60560099999,32٫7666666,-0٫6,POINT (-0.6 32.7666666)
60566099999,32٫384106,3٫794114,POINT (3.794114 32.384106)
60571099999,31٫645744,-2٫269861,POINT (-2.269861 31.645744)
60580099999,31٫917223,5٫412778,POINT (5.412778 31.917223)
6058099999,56,8٫15,POINT (8.15 56)
60581099999,31٫672972,6٫140444,POINT (6.140444 31.672972)
60590099999,30٫571294,2٫859586,POINT (2.859586 30.571294)
6060099999,56٫297458,9٫124628,POINT (9.124628 56.297458)
60602099999,30٫1333333,-2٫1666666,POINT (-2.1666666 30.1333333)
60607099999,29٫237119,0٫276033,POINT (0.276033 29.237119)
60611099999,28٫05155,9٫642911,POINT (9.642911 28.05155)
60620099999,27٫837589,-0٫186414,POINT (-0.186414 27.837589)
60630599999,27٫25,2٫5,POINT (2.5 27.25)
60640099999,26٫723536,8٫622653,POINT (8.622653 26.723536)
60656099999,27٫700372,-8٫167103,POINT (-8.167103 27.700372)
6066099999,55٫990122,8٫353906,POINT (8.353906 55.990122)
60670099999,24٫292767,9٫452444,POINT (9.452444 24.292767)
60680599999,22٫8,5٫45,POINT (5.45 22.8)
6070099999,56٫300017,10٫619008,POINT (10.619008 56.300017)
60710099999,36٫98,8٫876944,POINT (8.876944 36.98)
60714099999,37٫245447,9٫791453,POINT (9.791453 37.245447)
60715099999,36٫851033,10٫227217,POINT (10.227217 36.851033)
60720099999,36٫85,11٫0833333,POINT (11.0833333 36.85)
60723099999,36٫7333333,9٫1833333,POINT (9.1833333 36.7333333)
60725099999,36٫4833333,8٫8,POINT (8.8 36.4833333)
60728099999,36٫4666666,10٫7,POINT (10.7 36.4666666)
60734099999,36٫0666666,9٫3666666,POINT (9.3666666 36.0666666)
60735099999,35٫6666667,10٫1,POINT (10.1 35.6666667)
60738099999,35٫55,8٫6833333,POINT (8.6833333 35.55)
60740099999,35٫6666666,10٫75,POINT (10.75 35.6666666)
60740399999,35٫758056,10٫754722,POINT (10.754722 35.758056)
60745099999,34٫422022,8٫822503,POINT (8.822503 34.422022)
60748099999,35,9٫4833333,POINT (9.4833333 35)
60750099999,34٫717953,10٫690972,POINT (10.690972 34.717953)
60760099999,33٫939722,8٫110556,POINT (8.110556 33.939722)
60764099999,33٫7,8٫9666666,POINT (8.9666666 33.7)
60765099999,33٫876919,10٫103333,POINT (10.103333 33.876919)
60769099999,33٫875031,10٫775461,POINT (10.775461 33.875031)
60770099999,33٫35,10٫4833333,POINT (10.4833333 33.35)
60775099999,32٫306156,10٫382108,POINT (10.382108 32.306156)
60780099999,31٫704281,9٫254619,POINT (9.254619 31.704281)
6079099999,56٫7166666,11٫5166666,POINT (11.5166666 56.7166666)
6080099999,55٫525942,8٫553403,POINT (8.553403 55.525942)
6081099999,55٫55,8٫0833333,POINT (8.0833333 55.55)
6096099999,55٫1833333,8٫5666666,POINT (8.5666666 55.1833333)
61017099999,18٫6833333,12٫9166666,POINT (12.9166666 18.6833333)
61024099999,16٫9666666,7٫9666666,POINT (7.9666666 16.9666666)
61036099999,14٫2,1٫45,POINT (1.45 14.2)
6104099999,55٫740322,9٫151778,POINT (9.151778 55.740322)
61043099999,14٫875658,5٫265358,POINT (5.265358 14.875658)
61045099999,13٫9833333,10٫3,POINT (10.3 13.9833333)
61049099999,14٫25,13٫1166666,POINT (13.1166666 14.25)
61052099999,13٫481547,2٫183614,POINT (2.183614 13.481547)
61075099999,13٫8,5٫25,POINT (5.25 13.8)
61080099999,13٫502531,7٫126753,POINT (7.126753 13.502531)
6108099999,55٫436283,9٫330925,POINT (9.330925 55.436283)
61085099999,13٫372894,12٫626686,POINT (12.626686 13.372894)
61090099999,13٫778997,8٫983761,POINT (8.983761 13.778997)
61091099999,12٫9833333,8٫9333333,POINT (8.9333333 12.9833333)
61096099999,13٫2333333,11٫9833333,POINT (11.9833333 13.2333333)
61099099999,11٫8833333,3٫45,POINT (3.45 11.8833333)
6110099999,55٫225553,9٫263931,POINT (9.263931 55.225553)
6118099999,54٫964367,9٫791731,POINT (9.791731 54.964367)
6119099999,54٫85,9٫9833333,POINT (9.9833333 54.85)
6120099999,55٫476664,10٫330933,POINT (10.330933 55.476664)
61230099999,15٫2333333,-9٫35,POINT (-9.35 15.2333333)
61235099999,15٫1166666,-10٫5666666,POINT (-10.5666666 15.1166666)
6124099999,55٫0166667,10٫5666667,POINT (10.5666667 55.0166667)
61257099999,14٫48167,-11٫4397,POINT (-11.4397 14.48167)
61265099999,14٫512803,-4٫079561,POINT (-4.079561 14.512803)
61270099999,13٫0666667,-9٫4666667,POINT (-9.4666667 13.0666667)
61272099999,13٫4,-6٫15,POINT (-6.15 13.4)
61277099999,13٫3333333,-4٫8333333,POINT (-4.8333333 13.3333333)
61291099999,12٫533544,-7٫949944,POINT (-7.949944 12.533544)
61293099999,12٫3833333,-5٫4666667,POINT (-5.4666667 12.3833333)
61296099999,11٫4166667,-7٫5,POINT (-7.5 11.4166667)
61297099999,11٫35,-5٫6833333,POINT (-5.6833333 11.35)
61404099999,22٫75,-12٫4833333,POINT (-12.4833333 22.75)
61415099999,20٫933067,-17٫029956,POINT (-17.029956 20.933067)
61421099999,20٫506828,-13٫043194,POINT (-13.043194 20.506828)
61437099999,19٫75,-14٫3666667,POINT (-14.3666667 19.75)
61442099999,18٫097856,-15٫947956,POINT (-15.947956 18.097856)
6159099999,55٫75,10٫8666666,POINT (10.8666666 55.75)
61600099999,16٫050761,-16٫463172,POINT (-16.463172 16.050761)
61612099999,16٫65,-14٫9666667,POINT (-14.9666667 16.65)
61627099999,15٫3833333,-15٫1166667,POINT (-15.1166667 15.3833333)
61630099999,15٫65,-13٫25,POINT (-13.25 15.65)
61641099999,14٫739708,-17٫490225,POINT (-17.490225 14.739708)
61666099999,14٫65,-16٫2333333,POINT (-16.2333333 14.65)
61679099999,14٫146881,-16٫051297,POINT (-16.051297 14.146881)
6168099999,56٫1166666,12٫35,POINT (12.35 56.1166666)
61687099999,13٫736817,-13٫653122,POINT (-13.653122 13.736817)
6169099999,56٫0166666,11٫2833333,POINT (11.2833333 56.0166666)
61695099999,12٫555617,-16٫281783,POINT (-16.281783 12.555617)
61697099999,12٫4102,-16٫746125,POINT (-16.746125 12.4102)
61698099999,12٫8833333,-14٫9666667,POINT (-14.9666667 12.8833333)
61699099999,12٫572292,-12٫220333,POINT (-12.220333 12.572292)
6170099999,55٫585567,12٫131428,POINT (12.131428 55.585567)
61701099999,13٫337961,-16٫652206,POINT (-16.652206 13.337961)
6180099999,55٫617917,12٫655972,POINT (12.655972 55.617917)
6181099999,55٫7666666,12٫5333333,POINT (12.5333333 55.7666666)
6183099999,55٫5333333,12٫7166666,POINT (12.7166666 55.5333333)
61832099999,9٫576889,-13٫611961,POINT (-13.611961 9.576889)
6190099999,55٫063267,14٫759558,POINT (14.759558 55.063267)
61901099999,-15٫9333333,-5٫6666666,POINT (-5.6666666 -15.9333333)
61902099999,-7٫969597,-14٫393664,POINT (-14.393664 -7.969597)
6193099999,55٫3,14٫7666666,POINT (14.7666666 55.3)
61967070701,-7٫3,72٫4,POINT (72.4 -7.3)
61968099999,-11٫5833333,47٫2833333,POINT (47.2833333 -11.5833333)
61970099999,-17٫05,42٫7166666,POINT (42.7166666 -17.05)
61972099999,-22٫3333333,40٫3333333,POINT (40.3333333 -22.3333333)
61974099999,-10٫4333333,56٫6,POINT (56.6 -10.4333333)
61976099999,-15٫8833333,54٫5166666,POINT (54.5166666 -15.8833333)
61980099999,-20٫8871,55٫510308,POINT (55.510308 -20.8871)
61984099999,-21٫320903,55٫424956,POINT (55.424956 -21.320903)
61986099999,-16٫45,59٫6166666,POINT (59.6166666 -16.45)
61988099999,-19٫757658,63٫360983,POINT (63.360983 -19.757658)
61990099999,-20٫430235,57٫6836,POINT (57.6836 -20.430235)
61995099999,-20٫3,57٫4666666,POINT (57.4666666 -20.3)
61996099999,-37٫8,77٫5333333,POINT (77.5333333 -37.8)
61997099999,-46٫4333333,51٫85,POINT (51.85 -46.4333333)
61998099999,-49٫35,70٫25,POINT (70.25 -49.35)
62002099999,31٫5144444,10٫5977778,POINT (10.5977778 31.5144444)
62007099999,32٫5552778,12٫0555556,POINT (12.0555556 32.5552778)
62008099999,32٫0402778,12٫3127778,POINT (12.3127778 32.0402778)
62012099999,32٫4008333,14٫1425,POINT (14.1425 32.4008333)
62016099999,32٫2425,15٫0211111,POINT (15.0211111 32.2425)
62019099999,31٫2,16٫5833333,POINT (16.5833333 31.2)
62053099999,32٫096786,20٫269472,POINT (20.269472 32.096786)
62062099999,32٫1,23٫9333333,POINT (23.9333333 32.1)
62103099999,30٫151695,9٫715305,POINT (9.715305 30.151695)
62120099999,30٫3833333,13٫5833333,POINT (13.5833333 30.3833333)
62131099999,29٫1166666,15٫95,POINT (15.95 29.1166666)
62161099999,29٫0333333,21٫5666666,POINT (21.5666666 29.0333333)
62176099999,29٫75,24٫5333333,POINT (24.5333333 29.75)
62259099999,25٫6727778,21٫0905556,POINT (21.0905556 25.6727778)
62271099999,24٫178728,23٫313958,POINT (23.313958 24.178728)
62305099999,31٫5666666,25٫1333333,POINT (25.1333333 31.5666666)
62306099999,31٫325356,27٫221689,POINT (27.221689 31.325356)
62309099999,31٫0166666,28٫4333333,POINT (28.4333333 31.0166666)
62318099999,31٫183903,29٫948889,POINT (29.948889 31.183903)
62325099999,31٫55,31٫1,POINT (31.1 31.55)
62333099999,31٫2666667,32٫3,POINT (32.3 31.2666667)
62337099999,31٫073333,33٫835833,POINT (33.835833 31.073333)
6235099999,52٫923353,4٫780625,POINT (4.780625 52.923353)
62357099999,30٫4,30٫35,POINT (30.35 30.4)
62366099999,30٫121944,31٫405556,POINT (31.405556 30.121944)
62387099999,28٫0833333,30٫7333333,POINT (30.7333333 28.0833333)
6239099999,54٫85,4٫7333333,POINT (4.7333333 54.85)
62393099999,27٫046508,31٫011983,POINT (31.011983 27.046508)
6240099999,52٫308613,4٫763889,POINT (4.763889 52.308613)
