Station,Latitude,Longitude,geometry
3882099999,50٫9,0٫3166666,POINT (0.3166666 50.9)
38836099999,38٫543333,68٫825,POINT (68.825 38.543333)
38880099999,37٫986814,58٫360967,POINT (58.360967 37.986814)
38886099999,37٫3833333,60٫5166666,POINT (60.5166666 37.3833333)
38895099999,37٫6,62٫1833333,POINT (62.1833333 37.6)
38911099999,37٫8333333,65٫2,POINT (65.2 37.8333333)
38915099999,37٫5166666,66٫0166666,POINT (66.0166666 37.5166666)
3891599999,49٫706111,-2٫214722,POINT (-2.214722 49.706111)
38927099999,37٫286667,67٫31,POINT (67.31 37.286667)
38933099999,37٫8166666,68٫7833333,POINT (68.7833333 37.8166666)
3894099999,49٫434956,-2٫601969,POINT (-2.601969 49.434956)
3895099999,49٫207947,-2٫195508,POINT (-2.195508 49.207947)
38954099999,37٫5,71٫5,POINT (71.5 37.5)
38974099999,36٫5333333,61٫2166666,POINT (61.2166666 36.5333333)
38987099999,35٫2833333,62٫35,POINT (62.35 35.2833333)
3904099999,54٫7,-7٫5833333,POINT (-7.5833333 54.7)
3908499999,55٫042778,-7٫161111,POINT (-7.161111 55.042778)
3911099999,54٫7166666,-6٫8166666,POINT (-6.8166666 54.7166666)
3915099999,54٫8666666,-6٫45,POINT (-6.45 54.8666666)
3916099999,55٫1833333,-6٫1666666,POINT (-6.1666666 55.1833333)
3917099999,54٫6575,-6٫215833,POINT (-6.215833 54.6575)
3923099999,54٫2333333,-6٫5,POINT (-6.5 54.2333333)
3924099999,54٫618056,-5٫8725,POINT (-5.8725 54.618056)
3953099999,51٫9333333,-10٫25,POINT (-10.25 51.9333333)
3955099999,51٫841269,-8٫491111,POINT (-8.491111 51.841269)
3962099999,52٫701978,-8٫924817,POINT (-8.924817 52.701978)
3967099999,53٫301667,-6٫451333,POINT (-6.451333 53.301667)
3969099999,53٫421333,-6٫270075,POINT (-6.270075 53.421333)
3970099999,53٫7166666,-8٫9833333,POINT (-8.9833333 53.7166666)
3971099999,53٫5333333,-7٫3666666,POINT (-7.3666666 53.5333333)
3973099999,53٫910297,-8٫818492,POINT (-8.818492 53.910297)
3976099999,54٫2333333,-10,POINT (-10 54.2333333)
3980099999,55٫3666666,-7٫3333333,POINT (-7.3333333 55.3666666)
40001099999,37٫020625,41٫191394,POINT (41.191394 37.020625)
40022099999,35٫5333333,35٫7666666,POINT (35.7666666 35.5333333)
40025099999,35٫401094,35٫948681,POINT (35.948681 35.401094)
40030099999,35٫1166666,36٫75,POINT (36.75 35.1166666)
4005099999,66٫15,-23٫25,POINT (-23.25 66.15)
40066099999,34٫8166666,36٫1333333,POINT (36.1333333 34.8166666)
40080099999,33٫411522,36٫515558,POINT (36.515558 33.411522)
40100099999,33٫820931,35٫488389,POINT (35.488389 33.820931)
40101099999,33٫8166666,35٫85,POINT (35.85 33.8166666)
40103099999,34٫45,35٫8,POINT (35.8 34.45)
4013099999,65٫0833333,-22٫7333333,POINT (-22.7333333 65.0833333)
40155099999,32٫809444,35٫043056,POINT (35.043056 32.809444)
40180099999,32٫011389,34٫886667,POINT (34.886667 32.011389)
4018016201,63٫96667,-22٫6,POINT (-22.6 63.96667)
40198099999,29٫94025,34٫93585,POINT (34.93585 29.94025)
40199099999,29٫561281,34٫960081,POINT (34.960081 29.561281)
40250099999,32٫539217,38٫194986,POINT (38.194986 32.539217)
40255099999,32٫55,35٫85,POINT (35.85 32.55)
40260099999,32٫160747,37٫149383,POINT (37.149383 32.160747)
40265099999,32٫356353,36٫259181,POINT (36.259181 32.356353)
40270099999,31٫972703,35٫991569,POINT (35.991569 31.972703)
40272099999,31٫722556,35٫993214,POINT (35.993214 31.722556)
40296099999,31٫0333333,35٫4666666,POINT (35.4666666 31.0333333)
4030099999,64٫13,-21٫940556,POINT (-21.940556 64.13)
40310099999,30٫1666666,35٫7833333,POINT (35.7833333 30.1666666)
40340099999,29٫611619,35٫018067,POINT (35.018067 29.611619)
40356099999,31٫692683,38٫7312,POINT (38.7312 31.692683)
40357099999,30٫906589,41٫138217,POINT (41.138217 30.906589)
40360099999,31٫411942,37٫279469,POINT (37.279469 31.411942)
40361099999,29٫785133,40٫100006,POINT (40.100006 29.785133)
40362099999,29٫626419,43٫490614,POINT (43.490614 29.626419)
40373099999,28٫335192,46٫125069,POINT (46.125069 28.335192)
40375099999,28٫365417,36٫618889,POINT (36.618889 28.365417)
4038099999,63٫8666666,-21٫15,POINT (-21.15 63.8666666)
40394099999,27٫437917,41٫686292,POINT (41.686292 27.437917)
40400099999,26٫198553,36٫476381,POINT (36.476381 26.198553)
40405099999,26٫3,43٫7666666,POINT (43.7666666 26.3)
40416099999,26٫265417,50٫152027,POINT (50.152027 26.265417)
40420099999,25٫285306,49٫485189,POINT (49.485189 25.285306)
40430099999,24٫553422,39٫705061,POINT (39.705061 24.553422)
40437099999,24٫95764,46٫698776,POINT (46.698776 24.95764)
40438099999,24٫721944,46٫724722,POINT (46.724722 24.721944)
40439099999,24٫144244,38٫06335,POINT (38.06335 24.144244)
4048099999,63٫424303,-20٫278875,POINT (-20.278875 63.424303)
40582099999,29٫226567,47٫968928,POINT (47.968928 29.226567)
4063099999,65٫659994,-18٫072703,POINT (-18.072703 65.659994)
40700099999,39٫65,47٫9166666,POINT (47.9166666 39.65)
40701099999,39٫3333333,44٫4333333,POINT (44.4333333 39.3333333)
40703099999,38٫427453,44٫973575,POINT (44.973575 38.427453)
40704099999,38٫4333333,47٫0666666,POINT (47.0666666 38.4333333)
40706099999,38٫133889,46٫235,POINT (46.235 38.133889)
40710099999,37٫9333333,47٫5333333,POINT (47.5333333 37.9333333)
40712099999,37٫668167,45٫068667,POINT (45.068667 37.668167)
40713099999,37٫35,46٫1666667,POINT (46.1666667 37.35)
40718099999,37٫4666666,49٫4666666,POINT (49.4666666 37.4666666)
40719099999,37٫325431,49٫605708,POINT (49.605708 37.325431)
40723099999,37٫493003,57٫308389,POINT (57.308389 37.493003)
40726099999,36٫7666666,45٫7166666,POINT (45.7166666 36.7666666)
40727099999,36٫25,46٫2666667,POINT (46.2666667 36.25)
40729099999,36٫773783,48٫359114,POINT (48.359114 36.773783)
4073099999,65٫6333333,-16٫1166666,POINT (-16.1166666 65.6333333)
40731099999,36٫240058,50٫047117,POINT (50.047117 36.240058)
40732099999,36٫909908,50٫679589,POINT (50.679589 36.909908)
40736099999,36٫7166666,52٫65,POINT (52.65 36.7166666)
40737099999,36٫45,52٫8166666,POINT (52.8166666 36.45)
40738099999,36٫909381,54٫401339,POINT (54.401339 36.909381)
40739099999,36٫4166666,54٫95,POINT (54.95 36.4166666)
40740099999,37٫0666666,58٫5,POINT (58.5 37.0666666)
40743099999,36٫168411,57٫595072,POINT (57.595072 36.168411)
40745099999,36٫235195,59٫640972,POINT (59.640972 36.235195)
40747099999,35٫246936,47٫009011,POINT (47.009011 35.246936)
40754099999,35٫689167,51٫313416,POINT (51.313416 35.689167)
40757099999,35٫591094,53٫495086,POINT (53.495086 35.591094)
40762099999,35٫2666666,59٫2166666,POINT (59.2166666 35.2666666)
40763099999,35٫2,58٫4666666,POINT (58.4666666 35.2)
40766099999,34٫345853,47٫158125,POINT (47.158125 34.345853)
40769099999,34٫138069,49٫847297,POINT (49.847297 34.138069)
40783099999,33٫4,49٫6833333,POINT (49.6833333 33.4)
40785099999,33٫895333,51٫577044,POINT (51.577044 33.895333)
40789099999,33٫7833333,55٫0833333,POINT (55.0833333 33.7833333)
40791099999,33٫66775,56٫892675,POINT (56.892675 33.66775)
40794099999,32٫2666666,48٫4166666,POINT (48.4166666 32.2666666)
40798099999,32٫297222,50٫842222,POINT (50.842222 32.297222)
40800099999,32٫750721,51٫861694,POINT (51.861694 32.750721)
40809099999,32٫898056,59٫266111,POINT (59.266111 32.898056)
40811099999,31٫337444,48٫762138,POINT (48.762138 31.337444)
40812099999,32٫002304,49٫270668,POINT (49.270668 32.002304)
40818099999,31٫1833333,52٫6666667,POINT (52.6666667 31.1833333)
4082099999,64٫295556,-15٫227222,POINT (-15.227222 64.295556)
40821099999,31٫904908,54٫276503,POINT (54.276503 31.904908)
40827099999,31٫5333333,60٫0333333,POINT (60.0333333 31.5333333)
40829099999,31٫098333,61٫543889,POINT (61.543889 31.098333)
40831099999,30٫371111,48٫228333,POINT (48.228333 30.371111)
40833099999,30٫74545,49٫676261,POINT (49.676261 30.74545)
40835099999,30٫337567,50٫827964,POINT (50.827964 30.337567)
40841099999,30٫274444,56٫951111,POINT (56.951111 30.274444)
40848099999,29٫539333,52٫589474,POINT (52.589474 29.539333)
4085099999,65٫75,-14٫8333333,POINT (-14.8333333 65.75)
40851099999,29٫4666666,55٫7166666,POINT (55.7166666 29.4666666)
40853099999,29٫2333333,56٫5666666,POINT (56.5666666 29.2333333)
40854099999,29٫083925,58٫450397,POINT (58.450397 29.083925)
40856099999,29٫476331,60٫906825,POINT (60.906825 29.476331)
40859099999,28٫891756,53٫723339,POINT (53.723339 28.891756)
40875099999,27٫218169,56٫377875,POINT (56.377875 27.218169)
40878099999,27٫3333333,62٫3333333,POINT (62.3333333 27.3333333)
40879099999,27٫236169,60٫720033,POINT (60.720033 27.236169)
40883099999,26٫532,54٫824847,POINT (54.824847 26.532)
4089099999,65٫283333,-14٫401389,POINT (-14.401389 65.283333)
40898099999,25٫2833333,60٫6166666,POINT (60.6166666 25.2833333)
4097099999,65٫2666666,-13٫5833333,POINT (-13.5833333 65.2666666)
41024099999,21٫679564,39٫156536,POINT (39.156536 21.679564)
41030099999,21٫4333333,39٫7666666,POINT (39.7666666 21.4333333)
41036099999,21٫483418,40٫544334,POINT (40.544334 21.483418)
41055099999,20٫296139,41٫634277,POINT (41.634277 20.296139)
41061099999,20٫504275,45٫199556,POINT (45.199556 20.504275)
41084099999,19٫98435,42٫620881,POINT (42.620881 19.98435)
41112099999,18٫240367,42٫656625,POINT (42.656625 18.240367)
41114099999,18٫297286,42٫803536,POINT (42.803536 18.297286)
41128099999,17٫611436,44٫419169,POINT (44.419169 17.611436)
41136099999,17٫466875,47٫121431,POINT (47.121431 17.466875)
41140099999,16٫901111,42٫585833,POINT (42.585833 16.901111)
41150099999,26٫270834,50٫63361,POINT (50.63361 26.270834)
41170099999,25٫261125,51٫565056,POINT (51.565056 25.261125)
41184099999,25٫613483,55٫938817,POINT (55.938817 25.613483)
41194099999,25٫254997,55٫364278,POINT (55.364278 25.254997)
41196099999,25٫328575,55٫51715,POINT (55.51715 25.328575)
41198099999,25٫112225,56٫323964,POINT (56.323964 25.112225)
41217099999,24٫432972,54٫651138,POINT (54.651138 24.432972)
41218099999,24٫261667,55٫609167,POINT (55.609167 24.261667)
41240099999,26٫2166666,56٫25,POINT (56.25 26.2166666)
41244099999,24٫2333333,55٫7833333,POINT (55.7833333 24.2333333)
41246099999,24٫4666666,56٫65,POINT (56.65 24.4666666)
41254099999,23٫0666667,57٫6333333,POINT (57.6333333 23.0666667)
41256099999,23٫593278,58٫284444,POINT (58.284444 23.593278)
41262099999,22٫35,56٫4833333,POINT (56.4833333 22.35)
41268099999,22٫5333333,59٫4833333,POINT (59.4833333 22.5333333)
41288099999,20٫675434,58٫890467,POINT (58.890467 20.675434)
41304099999,18٫1333333,55٫1833333,POINT (55.1833333 18.1333333)
41312099999,16٫9333333,54٫0166666,POINT (54.0166666 16.9333333)
41314099999,17٫666,54٫024612,POINT (54.024612 17.666)
41316099999,17٫038719,54٫091297,POINT (54.091297 17.038719)
41515099999,35٫5666666,71٫7833333,POINT (71.7833333 35.5666666)
41530099999,34٫0166666,71٫5833333,POINT (71.5833333 34.0166666)
41535099999,34٫1833333,73٫25,POINT (73.25 34.1833333)
41536099999,34٫3833333,73٫35,POINT (73.35 34.3833333)
41560099999,33٫8666666,70٫0833333,POINT (70.0833333 33.8666666)
41571099999,33٫616653,73٫099233,POINT (73.099233 33.616653)
41594099999,32٫05,72٫6666666,POINT (72.6666666 32.05)
41598099999,32٫9333333,73٫7166666,POINT (73.7166666 32.9333333)
41600099999,32٫5,74٫5333333,POINT (74.5333333 32.5)
41620099999,31٫358381,69٫463606,POINT (69.463606 31.358381)
41624099999,31٫909422,70٫896639,POINT (70.896639 31.909422)
41640099999,31٫55,74٫3333333,POINT (74.3333333 31.55)
41641099999,31٫521564,74٫403594,POINT (74.403594 31.521564)
41660099999,30٫251369,66٫937764,POINT (66.937764 30.251369)
41675099999,30٫203222,71٫419111,POINT (71.419111 30.203222)
41678099999,29٫95,73٫25,POINT (73.25 29.95)
41685099999,29٫8833333,69٫7166666,POINT (69.7166666 29.8833333)
41697099999,29٫55,67٫8833333,POINT (67.8833333 29.55)
41700099999,29٫4,71٫7833333,POINT (71.7833333 29.4)
41710099999,28٫8166666,62٫75,POINT (62.75 28.8166666)
41712099999,28٫8833333,64٫4,POINT (64.4 28.8833333)
41715099999,28٫284167,68٫449711,POINT (68.449711 28.284167)
41718099999,28٫65,70٫6833333,POINT (70.6833333 28.65)
41725099999,27٫6666666,68٫9,POINT (68.9 27.6666666)
41739099999,26٫954547,64٫132517,POINT (64.132517 26.954547)
41744099999,27٫8333333,66٫6333333,POINT (66.6333333 27.8333333)
41749099999,26٫219442,68٫390053,POINT (68.390053 26.219442)
41756099999,25٫067811,61٫805419,POINT (61.805419 25.067811)
41759099999,25٫290161,63٫344425,POINT (63.344425 25.290161)
41764099999,25٫3833333,68٫4166667,POINT (68.4166667 25.3833333)
41768099999,25٫5166666,69٫7833333,POINT (69.7833333 25.5166666)
41780099999,24٫906547,67٫160797,POINT (67.160797 24.906547)
41859099999,25٫7333333,89٫2333333,POINT (89.2333333 25.7333333)
41883099999,24٫85,89٫3666666,POINT (89.3666666 24.85)
41891099999,24٫963242,91٫866783,POINT (91.866783 24.963242)
41907099999,24٫1525,89٫049446,POINT (89.049446 24.1525)
41922099999,23٫843333,90٫397781,POINT (90.397781 23.843333)
41923099999,23٫778783,90٫382689,POINT (90.382689 23.778783)
41936099999,23٫1838,89٫160833,POINT (89.160833 23.1838)
41943099999,23٫0333333,91٫4166666,POINT (91.4166666 23.0333333)
41950099999,22٫75,90٫3666666,POINT (90.3666666 22.75)
41978099999,22٫249611,91٫813286,POINT (91.813286 22.249611)
41992099999,21٫452194,91٫963889,POINT (91.963889 21.452194)
4202099999,76٫531203,-68٫703161,POINT (-68.703161 76.531203)
42027099999,34٫0833333,74٫8333333,POINT (74.8333333 34.0833333)
4203099999,76٫6333333,-73,POINT (-73 76.6333333)
42071099999,31٫709594,74٫797264,POINT (74.797264 31.709594)
4208099999,74٫0333333,-57٫8166666,POINT (-57.8166666 74.0333333)
42101099999,30٫3333333,76٫4666666,POINT (76.4666666 30.3333333)
42111099999,30٫3166666,78٫0333333,POINT (78.0333333 30.3166666)
42131099999,29٫179444,75٫755336,POINT (75.755336 29.179444)
4214099999,70٫6833333,-54٫6166666,POINT (-54.6166666 70.6833333)
42165099999,28,73٫3,POINT (73.3 28)
42181099999,28٫5665,77٫103088,POINT (77.103088 28.5665)
42182099999,28٫584511,77٫205783,POINT (77.205783 28.584511)
42189099999,28٫422061,79٫450842,POINT (79.450842 28.422061)
4220099999,68٫7,-52٫85,POINT (-52.85 68.7)
42260099999,27٫155831,77٫960892,POINT (77.960892 27.155831)
4228099999,67٫7833333,-53٫9666666,POINT (-53.9666666 67.7833333)
42309099999,27٫295494,94٫09765,POINT (94.09765 27.295494)
4231099999,67٫016969,-50٫689325,POINT (-50.689325 67.016969)
42314099999,27٫483853,95٫016922,POINT (95.016922 27.483853)
42328099999,26٫9,70٫9166666,POINT (70.9166666 26.9)
42339099999,26٫251092,73٫048869,POINT (73.048869 26.251092)
42348099999,26٫824192,75٫812161,POINT (75.812161 26.824192)
42361099999,26٫293336,78٫227753,POINT (78.227753 26.293336)
42369099999,26٫760594,80٫889339,POINT (80.889339 26.760594)
42379099999,26٫739708,83٫449708,POINT (83.449708 26.739708)
42410099999,26٫106092,91٫585939,POINT (91.585939 26.106092)
42415099999,26٫6166666,92٫7833333,POINT (92.7833333 26.6166666)
4242099999,65٫0166666,-52٫55,POINT (-52.55 65.0166666)
42452099999,25٫160219,75٫845631,POINT (75.845631 25.160219)
42479099999,25٫45,82٫8666666,POINT (82.8666666 25.45)
42492099999,25٫591317,85٫087992,POINT (85.087992 25.591317)
4250099999,64٫1666666,-51٫75,POINT (-51.75 64.1666666)
4253099999,62٫5666666,-50٫4166666,POINT (-50.4166666 62.5666666)
42559099999,24٫65,77٫3166666,POINT (77.3166666 24.65)
42571099999,24٫5666667,80٫8333333,POINT (80.8333333 24.5666667)
42591099999,24٫744308,84٫951175,POINT (84.951175 24.744308)
42623099999,24٫75995,93٫896697,POINT (93.896697 24.75995)
42634099999,23٫287828,69٫670147,POINT (69.670147 23.287828)
42647099999,23٫077242,72٫63465,POINT (72.63465 23.077242)
4266099999,60٫75,-48٫45,POINT (-48.45 60.75)
42667099999,23٫287467,77٫337375,POINT (77.337375 23.287467)
42675099999,23٫177817,80٫052047,POINT (80.052047 23.177817)
4270099999,61٫160517,-45٫425978,POINT (-45.425978 61.160517)
42701099999,23٫31425,85٫321675,POINT (85.321675 23.31425)
4272099999,60٫7166667,-46٫05,POINT (-46.05 60.7166667)
42724099999,23٫886978,91٫24045,POINT (91.24045 23.886978)
42737099999,22٫309183,70٫779525,POINT (70.779525 22.309183)
42754099999,22٫721786,75٫801086,POINT (75.801086 22.721786)
42779099999,22٫7666666,81٫9,POINT (81.9 22.7666666)
42798099999,22٫813211,86٫168844,POINT (86.168844 22.813211)
42809099999,22٫654739,88٫446722,POINT (88.446722 22.654739)
42840099999,21٫2,72٫8333333,POINT (72.8333333 21.2)
4285099999,59٫9833333,-45٫2,POINT (-45.2 59.9833333)
42867099999,21٫092192,79٫047183,POINT (79.047183 21.092192)
42874099999,21٫2333333,81٫65,POINT (81.65 21.2333333)
42886099999,21٫913536,84٫050383,POINT (84.050383 21.913536)
42895099999,21٫5166666,86٫9333333,POINT (86.9333333 21.5166666)
42909099999,20٫9,70٫3666666,POINT (70.3666666 20.9)
42971099999,20٫244364,85٫817781,POINT (85.817781 20.244364)
43003099999,19٫088686,72٫867919,POINT (72.867919 19.088686)
4301099999,83٫65,-33٫3666666,POINT (-33.3666666 83.65)
43014099999,19٫863169,75٫398206,POINT (75.398206 19.863169)
43041099999,19٫0833333,82٫0333333,POINT (82.0333333 19.0833333)
43063099999,18٫5333333,73٫85,POINT (73.85 18.5333333)
43086099999,18٫7666666,79٫4333333,POINT (79.4333333 18.7666666)
43110099999,16٫9833333,73٫3333333,POINT (73.3333333 16.9833333)
43117099999,17٫627958,75٫934842,POINT (75.934842 17.627958)
4312099999,81٫6,-16٫65,POINT (-16.65 81.6)
43128099999,17٫452417,78٫461111,POINT (78.461111 17.452417)
4313099999,80٫65,-13٫7166666,POINT (-13.7166666 80.65)
43150099999,17٫7,83٫3,POINT (83.3 17.7)
43185099999,16٫2,81٫15,POINT (81.15 16.2)
43189099999,16٫95,82٫2333333,POINT (82.2333333 16.95)
43192099999,15٫4833333,73٫8166666,POINT (73.8166666 15.4833333)
43198099999,15٫859286,74٫618292,POINT (74.618292 15.859286)
4320099999,76٫7666667,-18٫6666667,POINT (-18.6666667 76.7666667)
43201099999,15٫4166666,75٫6333333,POINT (75.6333333 15.4166666)
43213099999,15٫8,78٫0666666,POINT (78.0666666 15.8)
43233099999,14٫2333333,76٫4333333,POINT (76.4333333 14.2333333)
43237099999,14٫5833333,77٫6333333,POINT (77.6333333 14.5833333)
43245099999,14٫45,79٫9833333,POINT (79.9833333 14.45)
43279099999,12٫994414,80٫180517,POINT (80.180517 12.994414)
43284099999,12٫961267,74٫890069,POINT (74.890069 12.961267)
43295099999,12٫9666666,77٫5833333,POINT (77.5833333 12.9666666)
4330099999,74٫3,-20٫2166667,POINT (-20.2166667 74.3)
43314099999,11٫25,75٫7833333,POINT (75.7833333 11.25)
43321099999,11٫031133,77٫044411,POINT (77.044411 11.031133)
43329099999,11٫7666666,79٫7666666,POINT (79.7666666 11.7666666)
43333099999,11٫6666666,92٫7166666,POINT (92.7166666 11.6666666)
43344099999,10٫765364,78٫709722,POINT (78.709722 10.765364)
43353099999,9٫946133,76٫272022,POINT (76.272022 9.946133)
43369099999,8٫3,73٫15,POINT (73.15 8.3)
43371099999,8٫4833333,76٫95,POINT (76.95 8.4833333)
43372099999,8٫482122,76٫920114,POINT (76.920114 8.482122)
4339099999,70٫4833333,-21٫95,POINT (-21.95 70.4833333)
4341099999,70٫75,-22٫65,POINT (-22.65 70.75)
43421099999,8٫301486,80٫4279,POINT (80.4279 8.301486)
43424099999,8٫0333333,79٫8333333,POINT (79.8333333 8.0333333)
43436099999,7٫705756,81٫678783,POINT (81.678783 7.705756)
43450099999,7٫180861,79٫865833,POINT (79.865833 7.180861)
43473099999,6٫9666666,80٫7666666,POINT (80.7666666 6.9666666)
43497099999,6٫1166666,81٫1333333,POINT (81.1333333 6.1166666)
4351099999,67٫7833333,-32٫2833333,POINT (-32.2833333 67.7833333)
43533099999,6٫7333333,73٫1666666,POINT (73.1666666 6.7333333)
43555099999,4٫191833,73٫529128,POINT (73.529128 4.191833)
43577099999,1٫8833333,73٫5,POINT (73.5 1.8833333)
43599099999,-0٫693342,73٫155644,POINT (73.155644 -0.693342)
4360099999,65٫6,-37٫6333333,POINT (-37.6333333 65.6)
4361099999,65٫5833333,-37٫15,POINT (-37.15 65.5833333)
4373099999,64٫7833333,-40٫3,POINT (-40.3 64.7833333)
4382099999,61٫9333333,-42٫0666666,POINT (-42.0666666 61.9333333)
4390099999,60٫0333333,-43٫1166667,POINT (-43.1166667 60.0333333)
4416099999,72٫5833333,-38٫45,POINT (-38.45 72.5833333)
44203099999,51٫1166666,99٫6666666,POINT (99.6666666 51.1166666)
44207099999,50٫4333333,100٫15,POINT (100.15 50.4333333)
44212099999,49٫8,92٫0833333,POINT (92.0833333 49.8)
44213099999,49٫65,94٫4,POINT (94.4 49.65)
44214099999,48٫9333333,89٫9333333,POINT (89.9333333 48.9333333)
44215099999,49٫0166666,91٫7166666,POINT (91.7166666 49.0166666)
44218099999,48٫0166666,91٫5666666,POINT (91.5666666 48.0166666)
44225099999,48٫7333333,98٫2,POINT (98.2 48.7333333)
44230099999,49٫5666666,102,POINT (102 49.5666666)
44231099999,49٫6333333,100٫1666666,POINT (100.1666666 49.6333333)
44232099999,49٫3833333,102٫7,POINT (102.7 49.3833333)
44237099999,48٫5333333,101٫3833333,POINT (101.3833333 48.5333333)
44239099999,48٫8,103٫55,POINT (103.55 48.8)
44241099999,48٫9166666,106٫0666666,POINT (106.0666666 48.9166666)
44256099999,49٫55,114٫4,POINT (114.4 49.55)
44259099999,48٫0833333,114٫55,POINT (114.55 48.0833333)
44265099999,46٫1166666,91٫4666666,POINT (91.4666666 46.1166666)
44272099999,47٫75,96٫85,POINT (96.85 47.75)
44275099999,46٫8333333,98٫0833333,POINT (98.0833333 46.8333333)
44277099999,46٫4,96٫25,POINT (96.25 46.4)
44282099999,47٫45,101٫4666666,POINT (101.4666666 47.45)
44284099999,46٫7,100٫1333333,POINT (100.1333333 46.7)
44285099999,46٫9,102٫7666666,POINT (102.7666666 46.9)
44287099999,46٫1333333,100٫6833333,POINT (100.6833333 46.1333333)
44288099999,46٫2666666,102٫7833333,POINT (102.7833333 46.2666666)
44292099999,47٫843056,106٫766639,POINT (106.766639 47.843056)
44294099999,47٫3,107٫4833333,POINT (107.4833333 47.3)
44298099999,46٫45,108٫2166666,POINT (108.2166666 46.45)
44304099999,47٫3166666,110٫6333333,POINT (110.6333333 47.3166666)
44305099999,46٫6833333,113٫2833333,POINT (113.2833333 46.6833333)
44313099999,47٫6166666,118٫6166666,POINT (118.6166666 47.6166666)
44314099999,47٫1666666,115٫6333333,POINT (115.6333333 47.1666666)
44336099999,45٫45,103٫9,POINT (103.9 45.45)
44341099999,45٫7666666,106٫2833333,POINT (106.2833333 45.7666666)
44347099999,44٫4166666,105٫3166666,POINT (105.3166666 44.4166666)
44352099999,45٫7333333,112٫3666666,POINT (112.3666666 45.7333333)
44354099999,44٫9,110٫1166666,POINT (110.1166666 44.9)
44358099999,43٫7333333,111٫9,POINT (111.9 43.7333333)
44373099999,43٫5833333,104٫4166666,POINT (104.4166666 43.5833333)
44454099999,27٫696592,85٫359192,POINT (85.359192 27.696592)
45007099999,22٫308919,113٫914603,POINT (113.914603 22.308919)
45011099999,22٫149556,113٫591558,POINT (113.591558 22.149556)
46686099999,25٫077731,121٫232822,POINT (121.232822 25.077731)
46696099999,25٫069444,121٫551667,POINT (121.551667 25.069444)
46740099999,22٫577094,120٫350006,POINT (120.350006 22.577094)
47003099999,42٫3166666,130٫4,POINT (130.4 42.3166666)
47005099999,41٫8166666,128٫3,POINT (128.3 41.8166666)
47008099999,41٫7833333,129٫8166666,POINT (129.8166666 41.7833333)
47014099999,41٫7833333,126٫8833333,POINT (126.8833333 41.7833333)
47016099999,41٫4,128٫1666666,POINT (128.1666666 41.4)
47020099999,40٫9666666,126٫6,POINT (126.6 40.9666666)
47022099999,40٫8166666,128٫15,POINT (128.15 40.8166666)
47025099999,40٫6666667,129٫2,POINT (129.2 40.6666667)
47028099999,40٫45,124٫9333333,POINT (124.9333333 40.45)
47031099999,40٫3666666,127٫25,POINT (127.25 40.3666666)
47035099999,40٫1,124٫3833333,POINT (124.3833333 40.1)
47037099999,39٫9833333,125٫25,POINT (125.25 39.9833333)
47039099999,40٫1666666,126٫25,POINT (126.25 40.1666666)
47041099999,39٫9333333,127٫55,POINT (127.55 39.9333333)
47046099999,40٫0333333,128٫1833333,POINT (128.1833333 40.0333333)
47050099999,39٫6166666,125٫65,POINT (125.65 39.6166666)
47052099999,39٫2166666,126٫65,POINT (126.65 39.2166666)
47055099999,39٫1833333,127٫4333333,POINT (127.4333333 39.1833333)
47058099999,39٫224061,125٫67015,POINT (125.67015 39.224061)
47060099999,38٫7166666,125٫3833333,POINT (125.3833333 38.7166666)
47061099999,38٫7333333,128٫1833333,POINT (128.1833333 38.7333333)
47065099999,38٫5166666,125٫7666666,POINT (125.7666666 38.5166666)
47067099999,38٫5,126٫5333333,POINT (126.5333333 38.5)
47068099999,38٫15,124٫8833333,POINT (124.8833333 38.15)
47069099999,38٫0333333,125٫7,POINT (125.7 38.0333333)
47070099999,37٫9666666,126٫5666666,POINT (126.5666666 37.9666666)
47075099999,38٫4166666,127٫2833333,POINT (127.2833333 38.4166666)
47090099999,38٫25087,128٫564728,POINT (128.564728 38.25087)
47095099999,38٫15,127٫3,POINT (127.3 38.15)
47100099999,37٫6833333,128٫7166666,POINT (128.7166666 37.6833333)
47101099999,37٫9,127٫7333333,POINT (127.7333333 37.9)
47104099999,37٫88375,127٫717972,POINT (127.717972 37.88375)
47105099999,37٫7709333,128٫8680556,POINT (128.8680556 37.7709333)
47106099999,37٫5,129٫1333333,POINT (129.1333333 37.5)
47108099999,37٫5666667,126٫9666667,POINT (126.9666667 37.5666667)
47110099999,37٫558311,126٫790586,POINT (126.790586 37.558311)
47112099999,37٫4666666,126٫6333333,POINT (126.6333333 37.4666666)
47114099999,37٫438081,127٫960383,POINT (127.960383 37.438081)
47115099999,37٫4833333,130٫9,POINT (130.9 37.4833333)
47119099999,37٫2666666,126٫9833333,POINT (126.9833333 37.2666666)
47121099999,37٫1833333,128٫4666666,POINT (128.4666666 37.1833333)
47122099999,37٫090617,127٫029594,POINT (127.029594 37.090617)
47128099999,36٫7166,127٫499119,POINT (127.499119 36.7166)
47129099999,36٫7666666,126٫5,POINT (126.5 36.7666666)
47130099999,37,129٫4166666,POINT (129.4166666 37)
47131099999,36٫6333333,127٫45,POINT (127.45 36.6333333)
47133099999,36٫3,127٫4,POINT (127.4 36.3)
47135099999,36٫2166666,127٫9833333,POINT (127.9833333 36.2166666)
